身長,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195
男,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.1 ,0.1 ,0.1 ,0.1 ,0.1 ,0.3 ,0.5 ,0.5 ,0.7 ,1.7 ,2.0 ,3.7 ,4.7 ,9.3 ,14.0 ,17.3 ,23.0 ,29.7 ,37.5 ,42.2 ,51.5 ,55.9 ,60.1 ,64.6 ,74.6 ,69.5 ,65.2 ,63.1 ,56.5 ,50.4 ,45.1 ,37.3 ,28.4 ,22.1 ,21.5 ,14.6 ,11.4 ,6.6 ,4.2 ,3.9 ,1.9 ,1.4 ,0.7 ,1.1 ,0.4 ,0.1 ,0.0 ,0.2 ,0.1 ,0.0 ,0.0 
女,0.0 ,0.0 ,0.1 ,0.0 ,0.1 ,0.2 ,0.0 ,0.3 ,0.4 ,0.7 ,1.2 ,3.3 ,4.3 ,6.6 ,9.9 ,12.9 ,18.5 ,29.8 ,32.0 ,39.8 ,51.7 ,57.9 ,68.0 ,73.7 ,75.1 ,76.0 ,63.4 ,68.8 ,64.3 ,53.0 ,44.7 ,36.6 ,29.9 ,22.8 ,18.0 ,11.1 ,8.8 ,5.9 ,3.7 ,2.9 ,1.2 ,0.8 ,0.8 ,0.2 ,0.5 ,0.2 ,0.1 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 ,0.0 
